ProteinID,Accession.New,,,,,
Q00915,RET1_MOUSE,,,,,
P14206,RSSA_MOUSE,,,,,
Q99M71,EPDR1_MOUSE,,,,,
P08071,TRFL_MOUSE,,,,,
O08749,DLDH_MOUSE,,,,,
Q61646,HPT_MOUSE,,,,,
P39876,TIMP3_MOUSE,,,,,
P0DP27,CALM2_MOUSE,,,,,
A0A0R4J092,A0A0R4J092_MOUSE,,,,,
P55097,CATK_MOUSE,,,,,
Q02788,CO6A2_MOUSE,,,,,
P07309,TTHY_MOUSE,,,,,
P02089,HBB2_MOUSE,,,,,
Q62165,DAG1_MOUSE,,,,,
Q9WU78,PDC6I_MOUSE,,,,,
Q8JZQ5,AOC1_MOUSE,,,,,
Q06138,CAB39_MOUSE,,,,,
P45591,COF2_MOUSE,,,,,
P08882,GRAC_MOUSE,,,,,
Q9CPU0,LGUL_MOUSE,,,,,
Q5RKN9,Q5RKN9_MOUSE,,,,,
P62821,RAB1A_MOUSE,,,,,
B9EHJ3,B9EHJ3_MOUSE,,,,,
P01029,CO4B_MOUSE,,,,,
Q99KV1,DJB11_MOUSE,,,,,
Q61425,HCDH_MOUSE,,,,,
Q9Z0N1,IF2G_MOUSE,,,,,
Q61166,MARE1_MOUSE,,,,,
Q924B0,Q924B0_MOUSE,,,,,
Q60648,SAP3_MOUSE,,,,,
Q8R016,BLMH_MOUSE,,,,,
Q3TWV4,Q3TWV4_MOUSE,,,,,
D3YXQ6,D3YXQ6_MOUSE,,,,,
A0A0R4J182,A0A0R4J182_MOUSE,,,,,
Q9DB05,SNAA_MOUSE,,,,,
O89053,COR1A_MOUSE,,,,,
Q9CZD3,GARS_MOUSE,,,,,
Q9D819,IPYR_MOUSE,,,,,
O09159,MA2B1_MOUSE,,,,,
P62827,RAN_MOUSE,,,,,
Q9QUR8,SEM7A_MOUSE,,,,,
P99029,PRDX5_MOUSE,,,,,
E9QPX1,E9QPX1_MOUSE,,,,,
O88325,O88325_MOUSE,,,,,
Q3KQM4,Q3KQM4_MOUSE,,,,,
Q9CPT4,MYDGF_MOUSE,,,,,
P20108,PRDX3_MOUSE,,,,,
Q99JI4,PSMD6_MOUSE,,,,,
Q8BGJ5,Q8BGJ5_MOUSE,,,,,
Q8R2P8,Q8R2P8_MOUSE,,,,,
P97351,RS3A_MOUSE,,,,,
Q922B2,SYDC_MOUSE,,,,,
P28301,LYOX_MOUSE,,,,,
Q9CYA0,CREL2_MOUSE,,,,,
Q8CE80,Q8CE80_MOUSE,,,,,
P51660,DHB4_MOUSE,,,,,
P17426,AP2A1_MOUSE,,,,,
Q60715,P4HA1_MOUSE,,,,,
A0A1B0GRP7,A0A1B0GRP7_MOUSE,,,,,
Q06890,CLUS_MOUSE,,,,,
Q61937,NPM_MOUSE,,,,,
P17918,PCNA_MOUSE,,,,,
P97372,PSME2_MOUSE,,,,,
C0HKG6,RNT2B_MOUSE,,,,,
Q3TW96,UAP1L_MOUSE,,,,,
Q8CI51,PDLI5_MOUSE,,,,,
H7BWY6,H7BWY6_MOUSE,,,,,
P14685,PSMD3_MOUSE,,,,,
P98063,BMP1_MOUSE,,,,,
P30416,FKBP4_MOUSE,,,,,
P24547,IMDH2_MOUSE,,,,,
P26645,MARCS_MOUSE,,,,,
Q9DAX3,Q9DAX3_MOUSE,,,,,
P68037,UB2L3_MOUSE,,,,,
Q9R0P9,UCHL1_MOUSE,,,,,
P97807,FUMH_MOUSE,,,,,
Q61699,HS105_MOUSE,,,,,
Q9ET22,DPP2_MOUSE,,,,,
E9QK48,E9QK48_MOUSE,,,,,
Q11136,PEPD_MOUSE,,,,,
Q8VIJ6,SFPQ_MOUSE,,,,,
Q99KC8,VMA5A_MOUSE,,,,,
Q9ER72,SYCC_MOUSE,,,,,
Q8BK64,AHSA1_MOUSE,,,,,
Q61554,FBN1_MOUSE,,,,,
Q9R045,ANGL2_MOUSE,,,,,
O35536,TFPI2_MOUSE,,,,,
E9Q6J4,E9Q6J4_MOUSE,,,,,
D3YWF6,D3YWF6_MOUSE,,,,,
P70372,ELAV1_MOUSE,,,,,
G5E924,G5E924_MOUSE,,,,,
P51859,HDGF_MOUSE,,,,,
P07742,RIR1_MOUSE,,,,,
Q9CPV4,GLOD4_MOUSE,,,,,
Q7TQE2,Q7TQE2_MOUSE,,,,,
Q91YR9,PTGR1_MOUSE,,,,,
P50543,S10AB_MOUSE,,,,,
O35744,CHIL3_MOUSE,,,,,
Q60598,SRC8_MOUSE,,,,,
P13609,SRGN_MOUSE,,,,,
Q9WUA3,PFKAP_MOUSE,,,,,
Q9ERK4,XPO2_MOUSE,,,,,
Q5SVL9,Q5SVL9_MOUSE,,,,,
B1AT92,B1AT92_MOUSE,,,,,
Q61147,CERU_MOUSE,,,,,
Q9CXW3,CYBP_MOUSE,,,,,
G3UYV7,G3UYV7_MOUSE,,,,,
Q9CR36,GKN1_MOUSE,,,,,
Q9JHW2,NIT2_MOUSE,,,,,
Q9JKB1,UCHL3_MOUSE,,,,,
Q9DBH5,LMAN2_MOUSE,,,,,
Q9EQH2,ERAP1_MOUSE,,,,,
Q99KI0,ACON_MOUSE,,,,,
A0A0R4IZW8,A0A0R4IZW8_MOUSE,,,,,
A2ARA0,A2ARA0_MOUSE,,,,,
O55131,SEPT7_MOUSE,,,,,
Q99L47,F10A1_MOUSE,,,,,
B7ZWM6,B7ZWM6_MOUSE,,,,,
Q9QZE5,COPG1_MOUSE,,,,,
P70275,SEM3E_MOUSE,,,,,
Q9CQ60,6PGL_MOUSE,,,,,
Q9Z1Q5,CLIC1_MOUSE,,,,,
F6YVP7,F6YVP7_MOUSE,,,,,
P45878,FKBP2_MOUSE,,,,,
Q00612,G6PD1_MOUSE,,,,,
P14901,HMOX1_MOUSE,,,,,
P97298,PEDF_MOUSE,,,,,
Q9D106,PEPA5_MOUSE,,,,,
P14131,RS16_MOUSE,,,,,
P62702,RS4X_MOUSE,,,,,
Q8QZY1,EIF3L_MOUSE,,,,,
A0A0R4J0I9,A0A0R4J0I9_MOUSE,,,,,
P46664,PURA2_MOUSE,,,,,
P42208,SEPT2_MOUSE,,,,,
P62715,PP2AB_MOUSE,,,,,
O35643,AP1B1_MOUSE,,,,,
Q64339,ISG15_MOUSE,,,,,
P61089,UBE2N_MOUSE,,,,,
P06869,UROK_MOUSE,,,,,
Q9JI75,NQO2_MOUSE,,,,,
E9PYI8,E9PYI8_MOUSE,,,,,
Q62507,COCH_MOUSE,,,,,
Q8BGD9,IF4B_MOUSE,,,,,
A2AH25,A2AH25_MOUSE,,,,,
Q9CZ44,NSF1C_MOUSE,,,,,
Q8R059,GALE_MOUSE,,,,,
Q61468,MSLN_MOUSE,,,,,
A0A1W2P7A1,A0A1W2P7A1_MOUSE,,,,,
P28474,ADHX_MOUSE,,,,,
P82198,BGH3_MOUSE,,,,,
F8WGI9,F8WGI9_MOUSE,,,,,
O89023,TPP1_MOUSE,,,,,
Q9EST5,AN32B_MOUSE,,,,,
Q9WVJ2,PSD13_MOUSE,,,,,
P31230,AIMP1_MOUSE,,,,,
Q8BG32,PSD11_MOUSE,,,,,
P31786,ACBP_MOUSE,,,,,
P70670,NACAM_MOUSE,,,,,
P35585,AP1M1_MOUSE,,,,,
Q9D8W5,PSD12_MOUSE,,,,,
Q61176,ARGI1_MOUSE,,,,,
A0A1W2P729,A0A1W2P729_MOUSE,,,,,
Q9CY64,BIEA_MOUSE,,,,,
E9Q745,E9Q745_MOUSE,,,,,
P11352,GPX1_MOUSE,,,,,
P46638,RB11B_MOUSE,,,,,
P47968,RPIA_MOUSE,,,,,
Q3TCN2,PLBL2_MOUSE,,,,,
P47880,IBP6_MOUSE,,,,,
Q8CHP8,PGP_MOUSE,,,,,
Q8C483,Q8C483_MOUSE,,,,,
P32921,SYWC_MOUSE,,,,,
Q501P1,FBLN7_MOUSE,,,,,
P10852,4F2_MOUSE,,,,,
A2A6U3,A2A6U3_MOUSE,,,,,
O35215,DOPD_MOUSE,,,,,
Q08761,PROS_MOUSE,,,,,
P42669,PURA_MOUSE,,,,,
Q8VCC9,SPON1_MOUSE,,,,,
Q62348,TSN_MOUSE,,,,,
Q99KP6,PRP19_MOUSE,,,,,
B1ARB3,B1ARB3_MOUSE,,,,,
Q9JJU8,SH3L1_MOUSE,,,,,
Q91WK2,EIF3H_MOUSE,,,,,
A2BE93,A2BE93_MOUSE,,,,,
Q9QXP7,C1QT1_MOUSE,,,,,
O35350,CAN1_MOUSE,,,,,
Q8BGQ7,SYAC_MOUSE,,,,,
Q91YW3,DNJC3_MOUSE,,,,,
P08030,APT_MOUSE,,,,,
P56391,CX6B1_MOUSE,,,,,
Q9CX56,PSMD8_MOUSE,,,,,
Q9D0R2,SYTC_MOUSE,,,,,
P50518,VATE1_MOUSE,,,,,
P22892,AP1G1_MOUSE,,,,,
G3V018,G3V018_MOUSE,,,,,
Q6IRU5,CLCB_MOUSE,,,,,
Q920A5,RISC_MOUSE,,,,,
Q3UPL0,SC31A_MOUSE,,,,,
Q9Z1Z0,USO1_MOUSE,,,,,
P28063,PSB8_MOUSE,,,,,
P62281,RS11_MOUSE,,,,,
P62082,RS7_MOUSE,,,,,
Q9ESP1,SDF2L_MOUSE,,,,,
Q91VW3,SH3L3_MOUSE,,,,,
Q8BP43,Q8BP43_MOUSE,,,,,
O08797,O08797_MOUSE,,,,,
B7ZBY7,B7ZBY7_MOUSE,,,,,
Q9CQR2,RS21_MOUSE,,,,,
Q3UMP4,Q3UMP4_MOUSE,,,,,
Q9DBF1,AL7A1_MOUSE,,,,,
Q8BTZ7,GMPPB_MOUSE,,,,,
Q64674,SPEE_MOUSE,,,,,
Q91YR1,TWF1_MOUSE,,,,,
O55135,IF6_MOUSE,,,,,
Q8QZR4,OAF_MOUSE,,,,,
Q91V77,Q91V77_MOUSE,,,,,
Q91V64,ISOC1_MOUSE,,,,,
Q9CYR6,AGM1_MOUSE,,,,,
O08529,CAN2_MOUSE,,,,,
A0A2K6EDJ7,A0A2K6EDJ7_MOUSE,,,,,
Q8BH61,F13A_MOUSE,,,,,
P47877,IBP2_MOUSE,,,,,
Q91V55,Q91V55_MOUSE,,,,,
F6RPJ9,F6RPJ9_MOUSE,,,,,
Q921X9,PDIA5_MOUSE,,,,,
A0A2I3BRL8,A0A2I3BRL8_MOUSE,,,,,
Q9DCT8,CRIP2_MOUSE,,,,,
P62774,MTPN_MOUSE,,,,,
B1AQR8,B1AQR8_MOUSE,,,,,
A0A0G2JFX7,A0A0G2JFX7_MOUSE,,,,,
Q9JME2,CHSTB_MOUSE,,,,,
Q62056,Q62056_MOUSE,,,,,
Q61768,KINH_MOUSE,,,,,
Q7M6Y3,PICAL_MOUSE,,,,,
P46412,GPX3_MOUSE,,,,,
Q62418,DBNL_MOUSE,,,,,
Q9Z1Q9,SYVC_MOUSE,,,,,
P23780,BGAL_MOUSE,,,,,
P23198,CBX3_MOUSE,,,,,
Q920E5,FPPS_MOUSE,,,,,
O89051,ITM2B_MOUSE,,,,,
P54822,PUR8_MOUSE,,,,,
P62320,SMD3_MOUSE,,,,,
A0A0R4J2B2,A0A0R4J2B2_MOUSE,,,,,
P34022,RANG_MOUSE,,,,,
P15535,B4GT1_MOUSE,,,,,
P08883,GRAF_MOUSE,,,,,
Q9CWK8,SNX2_MOUSE,,,,,
A0A1B0GS58,A0A1B0GS58_MOUSE,,,,,
P56376,ACYP1_MOUSE,,,,,
P28352,APEX1_MOUSE,,,,,
B1AQZ0,B1AQZ0_MOUSE,,,,,
O35257,PR6A1_MOUSE,,,,,
Q62446,FKBP3_MOUSE,,,,,
P46471,PRS7_MOUSE,,,,,
O35608,ANGP2_MOUSE,,,,,
P0DOV2,IFI4_MOUSE,,,,,
Q9QYR9,ACOT2_MOUSE,,,,,
Q61696,HS71A_MOUSE,,,,,
O08528,HXK2_MOUSE,,,,,
Q3UGC7,EI3JA_MOUSE,,,,,
Q9Z204,HNRPC_MOUSE,,,,,
P09671,SODM_MOUSE,,,,,
A2AGN7,A2AGN7_MOUSE,,,,,
Q9D892,ITPA_MOUSE,,,,,
P62196,PRS8_MOUSE,,,,,
Q99KJ8,DCTN2_MOUSE,,,,,
A2A7A7,A2A7A7_MOUSE,,,,,
Q9D236,HTRA3_MOUSE,,,,,
Q9D8U8,SNX5_MOUSE,,,,,
Q64191,ASPG_MOUSE,,,,,
Q64433,CH10_MOUSE,,,,,
Q80ZS9,Q80ZS9_MOUSE,,,,,
Q99JI6,RAP1B_MOUSE,,,,,
P09581,CSF1R_MOUSE,,,,,
P70122,SBDS_MOUSE,,,,,
O88632,SEM3F_MOUSE,,,,,
A0A1Y7VJ48,A0A1Y7VJ48_MOUSE,,,,,
P60766,CDC42_MOUSE,,,,,
Q9WUM3,COR1B_MOUSE,,,,,
O54830,PR7A1_MOUSE,,,,,
P81117,NUCB2_MOUSE,,,,,
Q497W1,Q497W1_MOUSE,,,,,
Q62422,OSTF1_MOUSE,,,,,
Q9EQX4,AIF1L_MOUSE,,,,,
P62245,RS15A_MOUSE,,,,,
P61087,UBE2K_MOUSE,,,,,
P07141,CSF1_MOUSE,,,,,
A0A0R4J052,A0A0R4J052_MOUSE,,,,,
P21956,MFGM_MOUSE,,,,,
P27931,IL1R2_MOUSE,,,,,
A0A0R4IZW5,A0A0R4IZW5_MOUSE,,,,,
P60867,RS20_MOUSE,,,,,
Q9ERE7,MESD_MOUSE,,,,,
P97449,AMPN_MOUSE,,,,,
P20918,PLMN_MOUSE,,,,,
Q9R0N0,GALK1_MOUSE,,,,,
Q9R1T2,SAE1_MOUSE,,,,,
Q3UGR5,HDHD2_MOUSE,,,,,
A0A1B0GSU0,A0A1B0GSU0_MOUSE,,,,,
P51150,RAB7A_MOUSE,,,,,
Q91YI0,ARLY_MOUSE,,,,,
Q8CI94,PYGB_MOUSE,,,,,
D3YYE1,D3YYE1_MOUSE,,,,,
Q8R1B4,EIF3C_MOUSE,,,,,
O08712,TR11B_MOUSE,,,,,
A0A171KXD3,A0A171KXD3_MOUSE,,,,,
Q6NSR8,PEPL1_MOUSE,,,,,
Q8BWY3,ERF1_MOUSE,,,,,
P62889,RL30_MOUSE,,,,,
P97494,GSH1_MOUSE,,,,,
Q9DAX0,Q9DAX0_MOUSE,,,,,
P97425,ECP2_MOUSE,,,,,
Q3TKD0,Q3TKD0_MOUSE,,,,,
P54728,RD23B_MOUSE,,,,,
Q9CZX8,RS19_MOUSE,,,,,
P22907,HEM3_MOUSE,,,,,
Q9CQW1,YKT6_MOUSE,,,,,
A0A087WP83,A0A087WP83_MOUSE,,,,,
Q9Z1D1,EIF3G_MOUSE,,,,,
P10630,IF4A2_MOUSE,,,,,
P24622,CRYAA_MOUSE,,,,,
P34884,MIF_MOUSE,,,,,
P09535,IGF2_MOUSE,,,,,
A0A1L1SRT0,A0A1L1SRT0_MOUSE,,,,,
Q9Z126,PLF4_MOUSE,,,,,
P32020,NLTP_MOUSE,,,,,
P62315,SMD1_MOUSE,,,,,
P70349,HINT1_MOUSE,,,,,
P27612,PLAP_MOUSE,,,,,
P51855,GSHB_MOUSE,,,,,
Q8BMK4,CKAP4_MOUSE,,,,,
Q8CCH2,NHLC3_MOUSE,,,,,
Q8VCT3,AMPB_MOUSE,,,,,
Q3TLP8,Q3TLP8_MOUSE,,,,,
Q9R0Q7,TEBP_MOUSE,,,,,
A0A023T778,A0A023T778_MOUSE,,,,,
A2BFF9,A2BFF9_MOUSE,,,,,
P53996,CNBP_MOUSE,,,,,
P10148,CCL2_MOUSE,,,,,
A0A0A6YXU9,A0A0A6YXU9_MOUSE,,,,,
P55292,DSC2_MOUSE,,,,,
Q8BU30,SYIC_MOUSE,,,,,
P05132,KAPCA_MOUSE,,,,,
A2AIM4,A2AIM4_MOUSE,,,,,
P58389,PTPA_MOUSE,,,,,
P17047,LAMP2_MOUSE,,,,,
P70441,NHRF1_MOUSE,,,,,
Q9JHW9,AL1A3_MOUSE,,,,,
Q9QZD9,EIF3I_MOUSE,,,,,
Q8VDK1,NIT1_MOUSE,,,,,
Q04750,TOP1_MOUSE,,,,,
P60229,EIF3E_MOUSE,,,,,
Q9JHJ0,TMOD3_MOUSE,,,,,
Q8K1J6,TRNT1_MOUSE,,,,,
Q3UDE2,TTL12_MOUSE,,,,,
P12265,BGLR_MOUSE,,,,,
Q8VE70,PDC10_MOUSE,,,,,
Q9CX00,IST1_MOUSE,,,,,
A0A0G2JGD2,A0A0G2JGD2_MOUSE,,,,,
Q5SUR0,PUR4_MOUSE,,,,,
Q9Z247,FKBP9_MOUSE,,,,,
Q9D6X6,PRS23_MOUSE,,,,,
A2AUD5,A2AUD5_MOUSE,,,,,
Q8BG13,Q8BG13_MOUSE,,,,,
P11031,TCP4_MOUSE,,,,,
Q9CQM5,TXD17_MOUSE,,,,,
Q9CQU0,TXD12_MOUSE,,,,,
Q61033,LAP2A_MOUSE,,,,,
Q99LP6,GRPE1_MOUSE,,,,,
P10922,H10_MOUSE,,,,,
P61971,NTF2_MOUSE,,,,,
Q03366,CCL7_MOUSE,,,,,
A0A0A6YW77,A0A0A6YW77_MOUSE,,,,,
Q8CIN4,PAK2_MOUSE,,,,,
Q61838,PZP_MOUSE,,,,,
A0A0G2JH04,A0A0G2JH04_MOUSE,,,,,
Q922Q8,LRC59_MOUSE,,,,,
P47879,IBP4_MOUSE,,,,,
P68372,TBB4B_MOUSE,,,,,
O70475,UGDH_MOUSE,,,,,
Q8BJW6,EIF2A_MOUSE,,,,,
P58044,IDI1_MOUSE,,,,,
Q02105,C1QC_MOUSE,,,,,
O08997,ATOX1_MOUSE,,,,,
A0A0G2JDW7,A0A0G2JDW7_MOUSE,,,,,
P62317,SMD2_MOUSE,,,,,
Q91XV3,BASP1_MOUSE,,,,,
D3Z512,D3Z512_MOUSE,,,,,
Q9CR00,PSMD9_MOUSE,,,,,
O88851,RBBP9_MOUSE,,,,,
Q64010,CRK_MOUSE,,,,,
Q9CZ30,OLA1_MOUSE,,,,,
A0A1L1SRE8,A0A1L1SRE8_MOUSE,,,,,
O88531,PPT1_MOUSE,,,,,
P62869,ELOB_MOUSE,,,,,
Q9ER00,STX12_MOUSE,,,,,
Q61545,EWS_MOUSE,,,,,
Q9R069,BCAM_MOUSE,,,,,
Q8K157,GALM_MOUSE,,,,,
P48758,CBR1_MOUSE,,,,,
P46935,NEDD4_MOUSE,,,,,
P32507,NECT2_MOUSE,,,,,
Q9Z0X1,AIFM1_MOUSE,,,,,
G3UXW9,G3UXW9_MOUSE,,,,,
Q9R059,FHL3_MOUSE,,,,,
P46061,RAGP1_MOUSE,,,,,
Q9QXC1,FETUB_MOUSE,,,,,
P98086,C1QA_MOUSE,,,,,
A0A1B0GT81,A0A1B0GT81_MOUSE,,,,,
P28076,PSB9_MOUSE,,,,,
Q9D358,PPAC_MOUSE,,,,,
P09055,ITB1_MOUSE,,,,,
E0CYV0,E0CYV0_MOUSE,,,,,
P08207,S10AA_MOUSE,,,,,
Q8R5C5,ACTY_MOUSE,,,,,
P35175,CYT1_MOUSE,,,,,
D3YYD5,D3YYD5_MOUSE,,,,,
Q9CZT5,VASN_MOUSE,,,,,
O35295,PURB_MOUSE,,,,,
Q8K3C3,LZIC_MOUSE,,,,,
Q9EQ09,OLR1_MOUSE,,,,,
O35864,CSN5_MOUSE,,,,,
Q91UZ5,IMPA2_MOUSE,,,,,
P97823,LYPA1_MOUSE,,,,,
Q8BL97,SRSF7_MOUSE,,,,,
Q8BM72,HSP13_MOUSE,,,,,
Q62318,TIF1B_MOUSE,,,,,
Q6ZWM4,LSM8_MOUSE,,,,,
H7BX95,H7BX95_MOUSE,,,,,
A2AAV6,A2AAV6_MOUSE,,,,,
E9QKR0,E9QKR0_MOUSE,,,,,
Q9Z2X2,PSD10_MOUSE,,,,,
G3UXX3,G3UXX3_MOUSE,,,,,
Q7TNL7,Q7TNL7_MOUSE,,,,,
Q9JIA9,CATR_MOUSE,,,,,
Q9D1M4,MCA3_MOUSE,,,,,
P11438,LAMP1_MOUSE,,,,,
D3Z794,D3Z794_MOUSE,,,,,
Q9JL62,GLTP_MOUSE,,,,,
A2A8E2,A2A8E2_MOUSE,,,,,
O35664,INAR2_MOUSE,,,,,
O54962,BAF_MOUSE,,,,,
P97426,ECP1_MOUSE,,,,,
Q99J77,SIAS_MOUSE,,,,,
Q9Z1Z2,STRAP_MOUSE,,,,,
P62137,PP1A_MOUSE,,,,,
P28656,NP1L1_MOUSE,,,,,
A2AEX6,A2AEX6_MOUSE,,,,,
A2A7Q5,A2A7Q5_MOUSE,,,,,
O35955,PSB10_MOUSE,,,,,
P62918,RL8_MOUSE,,,,,
D3YUP1,D3YUP1_MOUSE,,,,,
Q9CQJ6,DENR_MOUSE,,,,,
A0A0A0MQ90,A0A0A0MQ90_MOUSE,,,,,
Q3THW5,H2AV_MOUSE,,,,,
Q78ZM0,Q78ZM0_MOUSE,,,,,
Q9DAK9,PHP14_MOUSE,,,,,
Q9CQ92,FIS1_MOUSE,,,,,
Q9EPB4,ASC_MOUSE,,,,,
Q8R2K3,Q8R2K3_MOUSE,,,,,